video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,OldhamVarun-l9n,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,"𝗪𝗘𝗧𝗢𝗡𝟴𝟴 maen santai aja , tetep wedey jutaan",1,weton88 maen santai aja tetep wedey jutaan,weton88 maen santai aja tetep wedey juta,"['weton88', 'maen', 'santai', 'aja', 'tetep', 'wedey', 'jutaan']",7,44
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.025.387.580,xueueux,2x pula...😂😂😂,0,2x pula ...,0,2x pula,2x pula,"['2x', 'pula']",2,13
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.676.728.420,Fernansbp,Bannya dah copot aja bang,0,bannya dah copot aja bang,0,bannya dah copot aja bang,ban dah copot aja bang,"['bannya', 'dah', 'copot', 'aja', 'bang']",5,25
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,MadisonADbuM,"gacur parah , modal receh makswin",1,"gacur parah , modal receh makswin",1,gacur parah modal receh makswin,gacur parah modal receh makswin,"['gacur', 'parah', 'modal', 'receh', 'makswin']",5,33
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.325.957.270,angeliart_,​ @sanileonardo444  hehe ini mah ternak SOROS🤣,0,​ hehe ini mah ternak soros,0,asanileonardoaaa hehe ini mah ternak soros,asanileonardoaaa hehe ini mah ternak soros,"['asanileonardoaaa', 'hehe', 'ini', 'mah', 'ternak', 'soros']",6,46
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.337.592.017.800,LestariYuliani-m4v,gokil banget ALEXIS-17☯ bikin gua auto sultan dalam seminggu,1,gokil banget alexis-17 bikin gua auto sultan dalam seminggu,1,gokil banget alexis it bikin gua auto sultan dalam seminggu,gokil banget alexis it bikin gua auto sultan dalam minggu,"['gokil', 'banget', 'alexis', 'it', 'bikin', 'gua', 'auto', 'sultan', 'dalam', 'seminggu']",10,60
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,VickyPranata-e4v,"kalo desain , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,"kalo desain , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,kalo desain alexisit juaranya,kalo desain alexisit juara,"['kalo', 'desain', 'alexisit', 'juaranya']",4,33
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.250.354.456.700,ghavhattv7908,"Sama2, apa yg diomong juga mungkin bukan dri isi kepalanya, 😂",0,"sama2 , apa yg diomong juga mungkin bukan dri isi kepalanya ,",0,sama2 apa yg diomong juga mungkin bukan dri isi kepalanya,sama2 apa yg omong juga mungkin bukan dri isi kepala,"['sama2', 'apa', 'yg', 'diomong', 'juga', 'mungkin', 'bukan', 'dri', 'isi', 'kepalanya']",10,61
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.164.467.290,tugusadnyana4333,Diparkiran luar fortunernya ga dibahas😅,0,diparkiran fortunernya ga dibahas,0,diparkiran luar fortunernya ga dibahas,parkir luar fortunernya ga bahas,"['diparkiran', 'luar', 'fortunernya', 'ga', 'dibahas']",5,39
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.409.038.956.410,Alea-i8l,Bang david udah pernah review poco pad kah?,0,bang david udah pernah review poco pad kah ?,0,bang david udah pernah review poco pad kah,bang david udah pernah review poco pad kah,"['bang', 'david', 'udah', 'pernah', 'review', 'poco', 'pad', 'kah']",8,43
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.997.355.160,AsherZhou,"Seriusan, sampe mimpi pun gue kebayang ＰＵＬＡＵＷＩＮ.",1,"seriusan , sampe mimpi pun gue kebayang ｐｕｌａｕｗｉｎ .",1,seriusan sampe mimpi pun gue kebayang pulauwin,serius sampe mimpi pun gue bayang pulauwin,"['seriusan', 'sampe', 'mimpi', 'pun', 'gue', 'kebayang', 'pulauwin']",7,48
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.537.135.960,Reischen-c4v,Cuma buat bikin kesel,0,bikin kesel,0,cuma buat bikin kesel,cuma buat bikin kesel,"['cuma', 'buat', 'bikin', 'kesel']",4,21
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.369.172.709.370,muh_khaeruddin,"Saya malah suka baca komenan, ketimbang yg bicara",0,"saya malah suka baca komenan , ketimbang yg bicara",0,saya malah suka baca komenan ketimbang yg bicara,saya malah suka baca komenan ketimbang yg bicara,"['saya', 'malah', 'suka', 'baca', 'komenan', 'ketimbang', 'yg', 'bicara']",8,49
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.764.144.380,yudhitriperwira748,Gausah diskusi ini. Pake Email aja ini mah,0,gausah diskusi ini . pake email aja ini mah,0,gausah diskusi ini pake email aja ini mah,gausah diskusi ini pake email aja ini mah,"['gausah', 'diskusi', 'ini', 'pake', 'email', 'aja', 'ini', 'mah']",8,42
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,Budibrv77,"rezeki nomplok 𝐷 𝘖 𝑅 𝐀 7 𝟩 ! modal , hasilnya ! .",1,"rezeki nomplok 𝐷 𝘖 𝑅 𝐀 7 𝟩 ! modal , hasilnya ! .",1,rezeki nomplok d o r a t t modal hasilnya,rezeki nomplok d o r a t t modal hasil,"['rezeki', 'nomplok', 'd', 'o', 'r', 'a', 't', 't', 'modal', 'hasilnya']",10,49
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.340.980.090,Zaverinth,sepertinya besok/minggu baru up video baru🤔,0,besok/minggu up video,0,sepertinya besok minggu baru up video baru,seperti besok minggu baru up video baru,"['sepertinya', 'besok', 'minggu', 'baru', 'up', 'video', 'baru']",7,43
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.736.676.610,Englll,*regencies,0,* regencies,0,regencies,regencies,['regencies'],1,10
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.264.317.870,ronggolawelawe992,​ @maizarindra498 gua nonton full ...tapi ..ahhhhsudahhhhlahhhh...😂😂😂,0,​ gua nonton full ... tapi .. ahhhhsudahhhhlahhhh ...,0,amaizarindraa98 gua nonton full tapi ahhhhsudahhhhlahhhh,amaizarindraa98 gua nonton full tapi ahhhhsudahhhhlahhhh,"['amaizarindraa98', 'gua', 'nonton', 'full', 'tapi', 'ahhhhsudahhhhlahhhh']",6,69
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,IrwanAndriyani-g8o,"alexis 17 emang top dah , ga bikin kecewa",1,"alexis 17 emang top dah , ga bikin kecewa",1,alexis it emang top dah ga bikin kecewa,alexis it emang top dah ga bikin kecewa,"['alexis', 'it', 'emang', 'top', 'dah', 'ga', 'bikin', 'kecewa']",8,41
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,dwarkadhish_no_divano91,"prediksi , benar-benar beruntung bermain pawpaw4d !",1,"prediksi , benar-benar beruntung bermain pawpaw4d !",1,prediksi benar benar beruntung bermain pawpawad,prediksi benar benar untung main pawpawad,"['prediksi', 'benar', 'benar', 'beruntung', 'bermain', 'pawpawad']",6,51
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.453.965.410,andikarizkybl,Gas hadir nonton bus barunya po pesona,0,gas hadir nonton bus barunya po pesona,0,gas hadir nonton bus barunya po pesona,gas hadir nonton bus baru po pesona,"['gas', 'hadir', 'nonton', 'bus', 'barunya', 'po', 'pesona']",7,38
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.158.389.280,BalaAysun-t6l,"🅼🅰🅽🅳🅰🅻🅸🅺🅰77 ngan ukur jadi! Duit ngalir, permainan seru ora aya istirahatna. Layanan oke banget, abdi recom duh, euy!",1,"🅼🅽🅳🅻🅸🅺77 ngan ukur ! duit ngalir , permainan seru ora aya istirahatna . layanan oke banget , abdi recom duh , euy !",1,m a n d a l i k a tt ngan ukur jadi duit ngalir permainan seru ora aya istirahatna layanan oke banget abdi recom duh euy,m a n d a l i k a tt ngan ukur jadi duit ngalir main seru ora aya istirahatna layan oke banget abdi recom duh euy,"['m', 'a', 'n', 'd', 'a', 'l', 'i', 'k', 'a', 'tt', 'ngan', 'ukur', 'jadi', 'duit', 'ngalir', 'permainan', 'seru', 'ora', 'aya', 'istirahatna', 'layanan', 'oke', 'banget', 'abdi', 'recom', 'duh', 'euy']",27,117
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,tejaeduchannel6759,"ｐｕｌａｕｗｉｎ kayak mana-mana ya , meresap banget .",1,"ｐｕｌａｕｗｉｎ kayak mana-mana ya , meresap banget .",1,pulauwin kayak mana mana ya meresap banget,pulauwin kayak mana mana ya resap banget,"['pulauwin', 'kayak', 'mana', 'mana', 'ya', 'meresap', 'banget']",7,46
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.972.228.715.960,AxelradGil-k5g,"Gila bener, depo CEPEK ribu jadi cuan 10 juta. А𝙃𝙈𝐴DTОT𝐎 top banget",1,"gila bener , depo cepek ribu cuan 10 juta . а𝙃𝙈𝐴dtоt𝐎 top banget",1,gila bener depo cepek ribu jadi cuan io juta ahmadtoto top banget,gila bener depo cepek ribu jadi cuan io juta ahmadtoto top banget,"['gila', 'bener', 'depo', 'cepek', 'ribu', 'jadi', 'cuan', 'io', 'juta', 'ahmadtoto', 'top', 'banget']",12,67
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,174.538.717.862.094,Husaini-Sahrudin,Yang kesini cuma untuk dislike dan liat komenan netizen ada?,0,yang kesini cuma untuk dislike dan liat komenan netizen ada ?,0,yang kesini cuma untuk dislike dan liat komenan netizen ada,yang kesini cuma untuk dislike dan liat komenan netizen ada,"['yang', 'kesini', 'cuma', 'untuk', 'dislike', 'dan', 'liat', 'komenan', 'netizen', 'ada']",10,60
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,JayajNNQ1,"maen jepek , gacor banget",1,"maen jepek , gacor banget",1,maen jepek gacor banget,maen jepek gacor banget,"['maen', 'jepek', 'gacor', 'banget']",4,25
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.332.823.130,delisratna219,"pertanyaan dan jawaban mengkhawatirkan,",0,"pertanyaan dan jawaban mengkhawatirkan ,",0,pertanyaan dan jawaban mengkhawatirkan,tanya dan jawab khawatir,"['pertanyaan', 'dan', 'jawaban', 'mengkhawatirkan']",4,39
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.387.064.736.980,SxxAkbarpd,​ @AnggoroDps_9 ayo jelasin jangan ngilang lau,0,​ ayo jelasin jangan ngilang lau,0,aanggorodps 9 ayo jelasin jangan ngilang lau,aanggorodps 9 ayo jelasin jangan ngilang lau,"['aanggorodps', '9', 'ayo', 'jelasin', 'jangan', 'ngilang', 'lau']",7,46
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.328.515.370,OjieBerlian-nw9qe,"Espro sejarah brand lokal, go to Pildun  
Amiin ...👀🇲🇨👍",0,"espro sejarah brand lokal , go to pildun amiin ...",0,espro sejarah brand lokal go to pildun amiin,espro sejarah brand lokal go to pildun amiin,"['espro', 'sejarah', 'brand', 'lokal', 'go', 'to', 'pildun', 'amiin']",8,55
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.398.230.201.710,fauzisetyawanpratama9404,"selama bukan samsung atau iphone, gak ada nilainya di mata gw",0,"selama bukan samsung atau iphone , gak ada nilainya di mata gw",0,selama bukan samsung atau iphone gak ada nilainya di mata gw,lama bukan samsung atau iphone gak ada nilai di mata gw,"['selama', 'bukan', 'samsung', 'atau', 'iphone', 'gak', 'ada', 'nilainya', 'di', 'mata', 'gw']",11,61
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.774.656.720,BintangDarmawan-f6f,Seru liat komennya 😂,0,seru liat komennya,0,seru liat komennya,seru liat komennya,"['seru', 'liat', 'komennya']",3,20
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,AnisaMarlina-j5y,emang gak se-transparan alexis17 deh .,1,emang gak se-transparan alexis17 deh .,1,emang gak se transparan alexisit deh,emang gak se transparan alexisit deh,"['emang', 'gak', 'se', 'transparan', 'alexisit', 'deh']",6,38
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.419.573.254.590,Hansip_youtube,Ko tiba2 likenya banyak? hahahaha,0,ko tiba2 likenya banyak ? hahahaha,0,ko tiba2 likenya banyak hahahaha,ko tiba2 likenya banyak hahahaha,"['ko', 'tiba2', 'likenya', 'banyak', 'hahahaha']",5,33
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.687.892.851.200,honoresKakuzo-z7u,"Sumpah, baru pertama maen udh hoki",1,"sumpah , maen udh hoki",1,sumpah baru pertama maen udh hoki,sumpah baru pertama maen udh hoki,"['sumpah', 'baru', 'pertama', 'maen', 'udh', 'hoki']",6,34
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,Ankitkumar-is4ru,"biar gaya , cuan pu lau tujuh tujuh tujuh .",1,"biar gaya , cuan pu lau tujuh tujuh tujuh .",1,biar gaya cuan pu lau tujuh tujuh tujuh,biar gaya cuan pu lau tujuh tujuh tujuh,"['biar', 'gaya', 'cuan', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']",8,43
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.616.352.758,RyriMeMa,Heleh gak modif,0,heleh gak modif,0,heleh gak modif,heleh gak modif,"['heleh', 'gak', 'modif']",3,15
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.387.036.692.650,rikoprimuzidan8292,Kepikiran juga sama pak ahok pakai pembukaan scholar mate😂,0,kepikiran juga sama pak ahok pakai pembukaan scholar mate,0,kepikiran juga sama pak ahok pakai pembukaan scholar mate,pikir juga sama pak ahok pakai buka scholar mate,"['kepikiran', 'juga', 'sama', 'pak', 'ahok', 'pakai', 'pembukaan', 'scholar', 'mate']",9,58
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,AnyayA5aE,"modal receh makswin , gg sih",1,"modal receh makswin , gg sih",1,modal receh makswin gg sih,modal receh makswin gg sih,"['modal', 'receh', 'makswin', 'gg', 'sih']",5,28
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.262.607.620,ricoardian3235,kudos bang,0,kudos bang,0,kudos bang,dos bang,"['kudos', 'bang']",2,10
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,RudiPermata-l8n,emang gak se-legit alexis17 sih .,1,emang gak se-legit alexis17 sih .,1,emang gak se legit alexisit sih,emang gak se legit alexisit sih,"['emang', 'gak', 'se', 'legit', 'alexisit', 'sih']",6,33
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,litzyhyman-s1z,kebangkitan cuan 𝐒𝐆𝐈𝟖𝟖,1,kebangkitan cuan 𝐒𝐆𝐈𝟖𝟖,1,kebangkitan cuan sgi88,bangkit cuan sgi88,"['kebangkitan', 'cuan', 'sgi88']",3,22
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.678.760.520,muh.nurhidayat8289,Brziko kalah ganteng sih 🎉,0,brziko kalah ganteng sih,0,brziko kalah ganteng sih,brziko kalah ganteng sih,"['brziko', 'kalah', 'ganteng', 'sih']",4,26
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,NathanBraiden-w4x,sehat salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1,sehat salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1,sehat salam weton88 gampang jepe,sehat salam weton88 gampang jepe,"['sehat', 'salam', 'weton88', 'gampang', 'jepe']",5,32
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.666.369.310,crazyofficial4186,menyalawa wii,0,menyalawa wii,0,menyalawa wii,menyalawa wii,"['menyalawa', 'wii']",2,13
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.351.184.970.570,muhammadbulqiyah540,Ini mana tombol dislikenya cokkkk,0,ini mana tombol dislikenya cokkkk,0,ini mana tombol dislikenya cokkkk,ini mana tombol dislikenya cokkkk,"['ini', 'mana', 'tombol', 'dislikenya', 'cokkkk']",5,33
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.188.582.530,DaniYuliani-j1m,Gak perlu modal banyak buat sukses di ALEXIS⭐17⭐.,1,gak perlu modal banyak buat sukses di alexis17 .,1,gak perlu modal banyak buat sukses di alexisit,gak perlu modal banyak buat sukses di alexisit,"['gak', 'perlu', 'modal', 'banyak', 'buat', 'sukses', 'di', 'alexisit']",8,49
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,wahyudinomar,gue rela gak beli sepatu nabung alexis17 .,1,gue rela gak beli sepatu nabung alexis17 .,1,gue rela gak beli sepatu nabung alexisit,gue rela gak beli sepatu nabung alexisit,"['gue', 'rela', 'gak', 'beli', 'sepatu', 'nabung', 'alexisit']",7,42
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.359.401.920,syamsundau6033,Saya pikir ini bukan dialog tapi monolog.,0,saya pikir ini bukan dialog tapi monolog .,0,saya pikir ini bukan dialog tapi monolog,saya pikir ini bukan dialog tapi monolog,"['saya', 'pikir', 'ini', 'bukan', 'dialog', 'tapi', 'monolog']",7,41
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.337.588.574.670,fvqxs,Soft selling yg engga soft soft amat,0,soft selling yg engga soft soft amat,0,soft selling yg engga soft soft amat,soft selling yg engga soft soft amat,"['soft', 'selling', 'yg', 'engga', 'soft', 'soft', 'amat']",7,36
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.352.669.890,arie0215,Makin nyata OMON OMON nya,0,makin nyata omon omon nya,0,makin nyata omon omon nya,makin nyata omon omon nya,"['makin', 'nyata', 'omon', 'omon', 'nya']",5,25
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.538.341.944.656,teddicted,tinggal naikin gain audio pas ngedit aja kok bang pandji,0,tinggal naikin gain audio pas ngedit aja kok bang pandji,0,tinggal naikin gain audio pas ngedit aja kok bang pandji,tinggal naikin gain audio pas ngedit aja kok bang pandji,"['tinggal', 'naikin', 'gain', 'audio', 'pas', 'ngedit', 'aja', 'kok', 'bang', 'pandji']",10,56
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.324.266.880,fishybrad, @Kinggba  emang buzzer dia.,0,emang buzzer dia .,0,akinggba emang buzzer dia,akinggba emang buzzer dia,"['akinggba', 'emang', 'buzzer', 'dia']",4,28
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.996.433.568.512,ErsenZiya,"Modal kecil, hasil melimpah, pastinya hanya di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳!",1,"modal , hasil melimpah , pastinya m𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 !",1,modal kecil hasil melimpah pastinya hanya di mandalikatt,modal kecil hasil limpah pasti hanya di mandalikatt,"['modal', 'kecil', 'hasil', 'melimpah', 'pastinya', 'hanya', 'di', 'mandalikatt']",8,59
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.077.561.568.420,BOPENKK,SOLID SOLID 💪🇮🇩🇮🇩,0,solid solid,0,solid solid,solid solid,"['solid', 'solid']",2,17
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.288.628.980,kebottv1047,Ngebantah dengan cerita 😅​ @jerryklisman ,0,ngebantah dengan cerita ​,0,ngebantah dengan cerita ajerryklisman,ngebantah dengan cerita ajerryklisman,"['ngebantah', 'dengan', 'cerita', 'ajerryklisman']",4,41
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.426.848.948,muhammadtaufiqisp504,"jangan woyyy, nanti malah semakin dicecer wkwkwoo",0,"jangan woyyy , nanti malah semakin dicecer wkwkwoo",0,jangan woyyy nanti malah semakin dicecer wkwkwoo,jangan woyyy nanti malah makin cecer wkwkwoo,"['jangan', 'woyyy', 'nanti', 'malah', 'semakin', 'dicecer', 'wkwkwoo']",7,49
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,EmmaBbW7O,"main 𝐷𝐎𝑅𝐀 77 bikin rezeki , langsung gacir !",1,"main 𝐷𝐎𝑅𝐀 77 bikin rezeki , langsung gacir !",1,main dora tt bikin rezeki langsung gacir,main dora tt bikin rezeki langsung gacir,"['main', 'dora', 'tt', 'bikin', 'rezeki', 'langsung', 'gacir']",7,44
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.676.736.320,RizkiTeddy,100 orang terlambat 👇,0,100 orang terlambat,0,ioo orang terlambat,ioo orang lambat,"['ioo', 'orang', 'terlambat']",3,21
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.550.929.030,DEWAYNEZayas,"Udah WD 5 juta, emang terbaik 𝔭𝔲𝔩𝔞𝔲𝟽𝟽𝟽.",1,"udah wd 5 juta , emang terbaik 𝔭𝔲𝔩𝔞𝔲𝟽𝟽𝟽 .",1,udah wd s juta emang terbaik pulauttt,udah wd s juta emang baik pulauttt,"['udah', 'wd', 's', 'juta', 'emang', 'terbaik', 'pulauttt']",7,39
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.427.733.425,fauzisetiadi2062,jogetin dulu dong!,0,jogetin dulu dong !,0,jogetin dulu dong,jogetin dulu dong,"['jogetin', 'dulu', 'dong']",3,18
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.967.056.818,guruhduta9622,aroma rallynya kental banget,0,aroma rallynya kental banget,0,aroma rallynya kental banget,aroma rallynya kental banget,"['aroma', 'rallynya', 'kental', 'banget']",4,28
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,VijayKumar-rt2fh,anjayy ga nyangka gua maxwin dariga ruda-ho ki,1,anjayy ga nyangka gua maxwin dariga ruda-ho ki,1,anjayy ga nyangka gua maxwin dariga ruda ho ki,anjayy ga nyangka gua maxwin dariga ruda ho ki,"['anjayy', 'ga', 'nyangka', 'gua', 'maxwin', 'dariga', 'ruda', 'ho', 'ki']",9,46
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.949.922.457.360,RafliRiansyah-ow3qe,"gokil banget, gua suka bgt sama video video di channel lu bang",0,"gokil banget , gua suka bgt video video channel lu bang",0,gokil banget gua suka bgt sama video video di channel lu bang,gokil banget gua suka bgt sama video video di channel lu bang,"['gokil', 'banget', 'gua', 'suka', 'bgt', 'sama', 'video', 'video', 'di', 'channel', 'lu', 'bang']",12,62
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.998.351.903.250,yudhaagengtrisaputra9716,updateeeeee,0,updateeeeee,0,updateeeeee,updateeeeee,['updateeeeee'],1,11
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.268.521.530,siswantoanto133,Bole tapi harus bawa popok😂,0,bole tapi harus bawa popok,0,bole tapi harus bawa popok,bole tapi harus bawa popok,"['bole', 'tapi', 'harus', 'bawa', 'popok']",5,27
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.420.604.961.650,kynocc8457,ngomong kaya maba lagi presentasi,0,ngomong kaya maba lagi presentasi,0,ngomong kaya maba lagi presentasi,ngomong kaya maba lagi presentasi,"['ngomong', 'kaya', 'maba', 'lagi', 'presentasi']",5,33
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,pangestugara,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexis17 .,1,gue rela ninggalin hobi fokus alexisit,gue rela ninggalin hobi fokus alexisit,"['gue', 'rela', 'ninggalin', 'hobi', 'fokus', 'alexisit']",6,40
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,Aisha4WZ3G,"sketer , auto wede",1,"sketer , auto wede",1,sketer auto wede,sketer auto wede,"['sketer', 'auto', 'wede']",3,18
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.455.996.248.683,moccoku295,Nyesel dukung nih presiden,0,nyesel dukung nih presiden,0,nyesel dukung nih presiden,nyesel dukung nih presiden,"['nyesel', 'dukung', 'nih', 'presiden']",4,26
