video_id,title,channel_name,tanggal,author,komentar,label,komentar_clean,predicted_label,cleaned,stemmed,tokens,token_count,char_count,text_clean,label_keterangan,predicted_score
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.332.571.880,rahmanabdul914,7:39 Marsha VOB bukan sih ?,0,7:39 marsha vob sih ?,0,t e9 marsha vob bukan sih,t e9 marsha vob bukan sih,"['t', 'e9', 'marsha', 'vob', 'bukan', 'sih']",6.0,27.0,0,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.284.214.870,MrSomyaputra,Wkwkwk.. Kenapa Narasi isinya buzzer semua?,0,wkwkwk .. kenapa narasi isinya buzzer semua ?,0,wkwkwk kenapa narasi isinya buzzer semua,wkwkwk kenapa narasi isi buzzer semua,"['wkwkwk', 'kenapa', 'narasi', 'isinya', 'buzzer', 'semua']",6.0,43.0,0,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.670.560.160,dwinandakurniawan,Gokilllllll 32:25,0,gokilllllll 32:25,0,gokilllllll e2 2s,gokilllllll e2 2s,"['gokilllllll', 'e2', '2s']",3.0,17.0,0,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.790.672.790,FitriDewi-i5j,"Baru sebulan main ALEXIS⭐17⭐, hidup gue berubah 180 derajat!",1,"baru sebulan main alexis17 , hidup gue berubah 180 derajat !",1,baru sebulan main alexisit hidup gue berubah i8o derajat,baru bulan main alexisit hidup gue ubah i8o derajat,"['baru', 'sebulan', 'main', 'alexisit', 'hidup', 'gue', 'berubah', 'i8o', 'derajat']",9.0,60.0,1,,
WQb70DnhUq4,,Sebastian Tedy,,,100 orang tercepat 🎉🎉🎉🎉🎉,0,,0,,,,,,0,bukan iklan judol,-0.4519222403753624
WQb70DnhUq4,,Sebastian Tedy,,,emang kenapa kalo pake qris? harus banget cash pake dompet,0,,0,,,,,,0,bukan iklan judol,-0.2769802984662645
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,mdsonu4763,"lo ngopi , gue cuan . bedanya ? gue main pu lau tujuh tujuh tujuh !",1,"lo ngopi , gue cuan . bedanya ? gue main pu lau tujuh tujuh tujuh !",1,lo ngopi gue cuan bedanya gue main pu lau tujuh tujuh tujuh,lo ngopi gue cuan beda gue main pu lau tujuh tujuh tujuh,"['lo', 'ngopi', 'gue', 'cuan', 'bedanya', 'gue', 'main', 'pu', 'lau', 'tujuh', 'tujuh', 'tujuh']",12.0,67.0,1,,
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,McNealLow-t2t,"3 bang , salam jepe weton88",1,"3 bang , salam jepe weton88",1,e bang salam jepe weton88,e bang salam jepe weton88,"['e', 'bang', 'salam', 'jepe', 'weton88']",5.0,27.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,Indras4OhM,"modal receh , lgsng mekswin gg",1,"modal receh , lgsng mekswin gg",1,modal receh lgsng mekswin gg,modal receh lgsng mekswin gg,"['modal', 'receh', 'lgsng', 'mekswin', 'gg']",5.0,30.0,1,,
-eV36rVeJQQ,,tanboy kun,,,"woy tanboy mintak iphone nya, jangan mukbang aja loe",0,,0,,,,,,0,bukan iklan judol,-1.2058479210342452
8AzDe6gMOck,BRZ Farrel Siap untuk Indonesian Drift Series‼️,Garasi Drift,2025-05-02 09:00:09+00:00,MikeMonica-t2s,"kerennn contentnya bang , cari situs 𝗦𝗚𝗜𝟴𝟴",1,"kerennn contentnya bang , cari situs 𝗦𝗚𝗜𝟴𝟴",1,kerennn contentnya bang cari situs sgi88,kerennn contentnya bang cari situs sgi88,"['kerennn', 'contentnya', 'bang', 'cari', 'situs', 'sgi88']",6.0,42.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,budiyantowakiman,"3 bang , salam jepe λlexis17 ,",1,"3 bang , salam jepe λlexis17 ,",1,e bang salam jepe llexisit,e bang salam jepe llexisit,"['e', 'bang', 'salam', 'jepe', 'llexisit']",5.0,30.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,Nhi8sZgG,𝐷 𝙀 𝘞 a d 𝘖 𝙍 𝐀menawarkan kesempatan berbagi pengalaman .,1,𝐷 𝙀 𝘞 a d 𝘖 𝙍 𝐀menawarkan kesempatan berbagi pengalaman .,1,d e w a d o r amenawarkan kesempatan berbagi pengalaman,d e w a d o r amenawarkan sempat bagi alam,"['d', 'e', 'w', 'a', 'd', 'o', 'r', 'amenawarkan', 'kesempatan', 'berbagi', 'pengalaman']",11.0,57.0,1,,
zFhBO9uoGYA,INDONESIAN DRIFT SERIES TERAKHIR di sini,Om Mobi,2025-05-04 13:36:57+00:00,shankaryaadav3750,"hoki berlipat ganda ikutan pawpaw4d , rekomendasi banget !",1,"hoki berlipat ganda ikutan pawpaw4d , rekomendasi banget !",1,hoki berlipat ganda ikutan pawpawad rekomendasi banget,hoki lipat ganda ikut pawpawad rekomendasi banget,"['hoki', 'berlipat', 'ganda', 'ikutan', 'pawpawad', 'rekomendasi', 'banget']",7.0,58.0,1,,
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,Wei02l2b,"top up wd super cepat , puas banget",1,"top up wd super cepat , puas banget",1,top up wd super cepat puas banget,top up wd super cepat puas banget,"['top', 'up', 'wd', 'super', 'cepat', 'puas', 'banget']",7.0,35.0,1,,
WQb70DnhUq4,,Sebastian Tedy,,,"<a href=""https://www.youtube.com/watch?v=WQb70DnhUq4&amp;t=46"">0:46</a> AKU KIRA LUIS😂",0,,0,,,,,,0,bukan iklan judol,-0.4606416834744875
WQb70DnhUq4,,Sebastian Tedy,,,Nta kenapa ini gw nontonya kek enak banget pdhl baru pertama kali nonton channel iniw wkwkwk,0,,0,,,,,,0,bukan iklan judol,-0.6284209736836123
WQb70DnhUq4,,Sebastian Tedy,,,Om kenapa tiap Ngonten lebih sering sama cewek daripada sama cowok 😅,0,,0,,,,,,0,bukan iklan judol,-0.967389567580198
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.050.961.980,allengkachannel5038,Hahaha gak punya chrome 😂,0,hahaha gak punya chrome,0,hahaha gak punya chrome,hahaha gak punya chrome,"['hahaha', 'gak', 'punya', 'chrome']",4.0,25.0,0,,
-eV36rVeJQQ,,tanboy kun,,,GA RU DA HO KI꧂Lisensi web Terbaik,1,,1,,,,,,1,iklan judol,0.1497660405393493
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.319.228.590,muhammadichsan3081,Presiden terhebat yg dinanti indonesia❤❤❤ 1 usd = rp. 17.000,0,presiden terhebat yg dinanti indonesia 1 usd = rp . 17.000,0,presiden terhebat yg dinanti indonesia i usd rp it ooo,presiden hebat yg nanti indonesia i usd rp it ooo,"['presiden', 'terhebat', 'yg', 'dinanti', 'indonesia', 'i', 'usd', 'rp', 'it', 'ooo']",10.0,60.0,0,,
pBcSMYRU2Ug,,Sebastian Tedy,,,Ada SS😮,0,,0,,,,,,0,bukan iklan judol,-0.9662457084573411
aA9G2sW212g,PEVS 2025 banyak kejutan,Om Mobi,2025-04-30 11:15:00+00:00,BilginNilay,mager rumah ? rumah aja bareng ｐｕｌａｕｗｉｎ tetep asik .,1,mager rumah ? rumah aja bareng ｐｕｌａｕｗｉｎ tetep asik .,1,mager rumah rumah aja bareng pulauwin tetep asik,mager rumah rumah aja bareng pulauwin tetep asik,"['mager', 'rumah', 'rumah', 'aja', 'bareng', 'pulauwin', 'tetep', 'asik']",8.0,52.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,wicaksonoirsad,"bro alexis17 , turnamen gede nih , hadiahnya bisnis franchise",1,"bro alexis17 , turnamen gede nih , hadiahnya bisnis franchise",1,bro alexisit turnamen gede nih hadiahnya bisnis franchise,bro alexisit turnamen gede nih hadiah bisnis franchise,"['bro', 'alexisit', 'turnamen', 'gede', 'nih', 'hadiahnya', 'bisnis', 'franchise']",8.0,61.0,1,,
pBcSMYRU2Ug,,Sebastian Tedy,,,Hey ada neyten,0,,0,,,,,,0,bukan iklan judol,-1.401830018422281
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.673.890.790,lonewolf-1011,Keren parahhhhh!! Jualin dong bodykitnya masss,0,keren parahhhhh ! ! jualin bodykitnya masss,0,keren parahhhhh jualin dong bodykitnya masss,keren parahhhhh jualin dong bodykitnya masss,"['keren', 'parahhhhh', 'jualin', 'dong', 'bodykitnya', 'masss']",6.0,46.0,0,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,BlalockKoch-i3v,"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1,"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1,cakep kali weton88 bravo,cakep kali weton88 bravo,"['cakep', 'kali', 'weton88', 'bravo']",4.0,29.0,1,,
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.164.892.920,DionRicker,apalagi ini 07:01 P U L A U W I N,1,07:01 p u l a u w i n,1,apalagi ini ot oi p u l a u w i n,apalagi ini ot oi p u l a u w i n,"['apalagi', 'ini', 'ot', 'oi', 'p', 'u', 'l', 'a', 'u', 'w', 'i', 'n']",12.0,33.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,armandoafi4511,belik cilok alfa 5k,1,belik cilok alfa 5k,1,belik cilok alfa sk,belik cilok alfa sk,"['belik', 'cilok', 'alfa', 'sk']",4.0,19.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.750.284.010,theosembiring7679,"Segitu levelnya ya ges yak, siap siap",0,"segitu levelnya ya ges yak , siap siap",0,segitu levelnya ya ges yak siap siap,segitu level ya ges yak siap siap,"['segitu', 'levelnya', 'ya', 'ges', 'yak', 'siap', 'siap']",7.0,37.0,0,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.665.956.560,acenganteng4785,Vender boddy kit blakang nya kurang mas lancip gitu,0,vender boddy kit blakang nya mas lancip gitu,0,vender boddy kit blakang nya kurang mas lancip gitu,vender boddy kit blakang nya kurang mas lancip gitu,"['vender', 'boddy', 'kit', 'blakang', 'nya', 'kurang', 'mas', 'lancip', 'gitu']",9.0,51.0,0,,
WQb70DnhUq4,,Sebastian Tedy,,,"Bisa gak sih diem dikit, gemesnya nyerang banget! Kayak notif saldo masuk 💯𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 🤣📲",1,,1,,,,,,1,iklan judol,0.1229989469647243
-eV36rVeJQQ,,tanboy kun,,,hi,0,,0,,,,,,0,bukan iklan judol,-0.4313401442307692
MkX3K8Vmvas,,tanboy kun,,,Penasaran bang kadar LDL kolesterol lu berapa.. serius pertanyaan ilmiah,0,,0,,,,,,0,bukan iklan judol,-1.1185736259325507
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.541.220.597.945,Kiddcaribean,Kasian 212 tong 😂😂,0,kasian 212 tong,0,kasian 2i2 tong,kasi 2i2 tong,"['kasian', '2i2', 'tong']",3.0,18.0,0,,
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.021.958.660,muhammadharits2593,Mazda cx50 dan cx90,0,mazda cx50 cx90,0,mazda cxso dan cx9o,mazda cxso dan cx9o,"['mazda', 'cxso', 'dan', 'cx9o']",4.0,19.0,0,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.383.422.001.310,ahmadafandi3695,Ganjar gausa ikut si,0,ganjar gausa ikut si,0,ganjar gausa ikut si,ganjar gausa ikut si,"['ganjar', 'gausa', 'ikut', 'si']",4.0,20.0,0,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.275.760.340,MrSomyaputra,Tempo???? Wkwkwkwkkwkw,0,tempo ? ? ? ? wkwkwkwkkwkw,0,tempo wkwkwkwkkwkw,tempo wkwkwkwkkwkw,"['tempo', 'wkwkwkwkkwkw']",2.0,22.0,0,,
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.024.595.550,UlasBurak-b2t,Aura gicir nya nampak banget guys 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖,1,aura gicir nya nampak banget guys 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖,1,aura gicir nya nampak banget guys bukit888,aura gicir nya nampak banget guys bukit888,"['aura', 'gicir', 'nya', 'nampak', 'banget', 'guys', 'bukit888']",7.0,42.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.421.426.848.948,muhammadtaufiqisp504,"jangan woyyy, nanti malah semakin dicecer wkwkwoo",0,"jangan woyyy , nanti malah semakin dicecer wkwkwoo",0,jangan woyyy nanti malah semakin dicecer wkwkwoo,jangan woyyy nanti malah makin cecer wkwkwoo,"['jangan', 'woyyy', 'nanti', 'malah', 'semakin', 'dicecer', 'wkwkwoo']",7.0,49.0,0,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.329.823.120,h3m1d,3 hours of brainrot,0,3 hours of brainrot,0,e hours of brainrot,e hours of brainrot,"['e', 'hours', 'of', 'brainrot']",4.0,19.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.412.638.460.340,DavisonTabatha-i1b,auto jepey! 𝐒𝐆𝐈𝟖𝟖,1,auto jepey ! 𝐒𝐆𝐈𝟖𝟖,1,auto jepey sgi88,auto jepey sgi88,"['auto', 'jepey', 'sgi88']",3.0,17.0,1,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,taufanfirmansyah-o8j,"tunggu tunggu salam jepe λlexis17 ,",1,"tunggu tunggu salam jepe λlexis17 ,",1,tunggu tunggu salam jepe llexisit,tunggu tunggu salam jepe llexisit,"['tunggu', 'tunggu', 'salam', 'jepe', 'llexisit']",5.0,35.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.380.249.637.900,nurjamannurjaman7400,"50 juta aja,😢",0,"50 juta aja ,",0,so juta aja,so juta aja,"['so', 'juta', 'aja']",3.0,13.0,0,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,FarahmakTQ,𝘼 𝑋 𝐿 𝟩 𝟽 𝟳menawarkan pendekatan berbeda interaksi daring .,1,𝘼 𝑋 𝐿 𝟩 𝟽 𝟳menawarkan pendekatan berbeda interaksi daring .,1,a x l t t tmenawarkan pendekatan berbeda interaksi daring,a x l t t tmenawarkan dekat beda interaksi daring,"['a', 'x', 'l', 't', 't', 'tmenawarkan', 'pendekatan', 'berbeda', 'interaksi', 'daring']",10.0,59.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.305.004.720,jeanalpiolsensimanjorang6485,Kaya yang ga tau TEMPO aja bg wwkwkk,0,kaya yang ga tau tempo aja bg wwkwkk,0,kaya yang ga tau tempo aja bg wwkwkk,kaya yang ga tau tempo aja bg wwkwkk,"['kaya', 'yang', 'ga', 'tau', 'tempo', 'aja', 'bg', 'wwkwkk']",8.0,36.0,0,,
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,zaqkamuhammad377,"buset tv segede gitu , main pes gawang gawang keliatan kalih",1,"buset tv segede gitu , main pes gawang gawang keliatan kalih",1,buset tv segede gitu main pes gawang gawang keliatan kalih,buset tv gede gitu main pes gawang gawang liat kalih,"['buset', 'tv', 'segede', 'gitu', 'main', 'pes', 'gawang', 'gawang', 'keliatan', 'kalih']",10.0,60.0,1,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DediSaputro-l7j,"kalo tugas , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,"kalo tugas , 𝘼𝙇𝙀𝙓𝙄𝙎17 juaranya .",1,kalo tugas alexisit juaranya,kalo tugas alexisit juara,"['kalo', 'tugas', 'alexisit', 'juaranya']",4.0,32.0,1,,
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,hendrahaikal-p8c,orang bilang alexis17 tuh bener-bener bikin nagih .,1,orang bilang alexis17 tuh bener-bener bikin nagih .,1,orang bilang alexisit tuh bener bener bikin nagih,orang bilang alexisit tuh bener bener bikin nagih,"['orang', 'bilang', 'alexisit', 'tuh', 'bener', 'bener', 'bikin', 'nagih']",8.0,51.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.543.309.110,tanlevelup8506,buset suara nya gileee supercar lewat..,0,buset suara nya gileee supercar ..,0,buset suara nya gileee supercar lewat,buset suara nya gileee supercar lewat,"['buset', 'suara', 'nya', 'gileee', 'supercar', 'lewat']",6.0,39.0,0,,
-eV36rVeJQQ,,tanboy kun,,,Jakarta selatan hadir bang bara,0,,0,,,,,,0,bukan iklan judol,-1.1083176108259876
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.789.128.300,FikriHidayat-e2k,Semua temen gue pada bilang ALEXIS⭐17⭐ tuh bikin nagih parah!,1,semua temen gue pada bilang alexis17 tuh bikin nagih parah !,1,semua temen gue pada bilang alexisit tuh bikin nagih parah,semua temen gue pada bilang alexisit tuh bikin nagih parah,"['semua', 'temen', 'gue', 'pada', 'bilang', 'alexisit', 'tuh', 'bikin', 'nagih', 'parah']",10.0,61.0,1,,
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.982.330.026.990,ipayjkt6630,Setuju bngt..,0,setuju bngt ..,0,setuju bngt,tuju bngt,"['setuju', 'bngt']",2.0,13.0,0,,
pBcSMYRU2Ug,,Sebastian Tedy,,,"<a href=""https://www.youtube.com/watch?v=pBcSMYRU2Ug&amp;t=1214"">20:14</a> i&#39;m sorry, we jakartans prefer to say &quot;martabak manis&quot; instead of  &quot;terang bulan&quot;. because there&#39;s no word of terang bulan in Indonesian dictionary and p.s. martabak pecenongan is derived from central jakarta tho",0,,0,,,,,,0,bukan iklan judol,-0.6515054955781872
MkX3K8Vmvas,,tanboy kun,,,akhirnya tayang juga bang,0,,0,,,,,,0,bukan iklan judol,-1.167825204529497
MkX3K8Vmvas,,tanboy kun,,,jadi ganti nya vitamin nonton ini nafsu makan nya lahap kemnali gasssssskeun mang makannn wenakkkkkk tenan 😊😊😊👍🌹,0,,0,,,,,,0,bukan iklan judol,-1.5220616755659588
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.997.512.982.914,KelleeBerg,terimakasih rekomendasi link gacirnya kakak mandalika77,1,terimakasih rekomendasi link gacirnya kakak mandalika77,1,terimakasih rekomendasi link gacirnya kakak mandalikatt,terimakasih rekomendasi link gacirnya kakak mandalikatt,"['terimakasih', 'rekomendasi', 'link', 'gacirnya', 'kakak', 'mandalikatt']",6.0,55.0,1,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.184.414.260,AgusKhairunnisa-j4t,Wow! ⚡ALEXIS17⚡ emang gak pernah ngecewain!,1,wow ! alexis17 emang gak pernah ngecewain !,1,wow alexisit emang gak pernah ngecewain,wow alexisit emang gak pernah ngecewain,"['wow', 'alexisit', 'emang', 'gak', 'pernah', 'ngecewain']",6.0,43.0,1,,
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.164.787.768.850,BudiAnggraini-m7n,"Baru sebulan main ALEXIS⭐17⭐, hidup gue berubah 360 derajat!",1,"baru sebulan main alexis17 , hidup gue berubah 360 derajat !",1,baru sebulan main alexisit hidup gue berubah e6o derajat,baru bulan main alexisit hidup gue ubah e6o derajat,"['baru', 'sebulan', 'main', 'alexisit', 'hidup', 'gue', 'berubah', 'e6o', 'derajat']",9.0,60.0,1,,
MkX3K8Vmvas,,tanboy kun,,,Bang cobain pempek mafia dong,0,,0,,,,,,0,bukan iklan judol,-1.1581069328339413
-eV36rVeJQQ,,tanboy kun,,,Kata nabi sebaiknya jangan makan hewan darat &amp; hewan laut bersama&#39;an. karena kandungan ion hewan laut &amp; darat berbeda. <br>Cuma saran maaf kalau salah.😅🙏🙏,0,,0,,,,,,0,bukan iklan judol,-0.7359422614932654
IlkUUwDFCiI,YAMAHA CRYPTON | Begini Rasanya Bila Yamaha Buat Motor Bebek 4 Tak | Motomobi Used Bike,Motomobi,2025-03-21 13:00:27+00:00,Mubinairt1,"hiburan bikin happy menguntungkan , 𝘿oяа𝟩7 !",1,"hiburan bikin happy menguntungkan , 𝘿oяа𝟩7 !",1,hiburan bikin happy menguntungkan doiaatt,hibur bikin happy untung doiaatt,"['hiburan', 'bikin', 'happy', 'menguntungkan', 'doiaatt']",5.0,44.0,1,,
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,TaeSuhV8GZdqH-c4p,"gacu​r​ dikit , langsung jepe aja",1,"gacu​r​ dikit , langsung jepe aja",1,gacu r dikit langsung jepe aja,gacu r dikit langsung jepe aja,"['gacu', 'r', 'dikit', 'langsung', 'jepe', 'aja']",6.0,33.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.742.810,flexhere,limitless budget,0,limitless budget,0,limitless budget,limitless budget,"['limitless', 'budget']",2.0,16.0,0,,
WQb70DnhUq4,,Sebastian Tedy,,,ABSEN 100 ORG TERCEPATT!!! 🎉🎉,0,,0,,,,,,0,bukan iklan judol,-0.5490241203140511
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,arifinhasim,a.l.e.x.i.s.1.7 emang berbeda,1,a.l.e.x.i.s.1.7 emang berbeda,1,a l e x i s i t emang berbeda,a l e x i s i t emang beda,"['a', 'l', 'e', 'x', 'i', 's', 'i', 't', 'emang', 'berbeda']",10.0,29.0,1,,
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,BilaltnPDI,"gila , dapet petir merah brusan gates",1,"gila , dapet petir merah brusan gates",1,gila dapet petir merah brusan gates,gila dapet petir merah brusan gates,"['gila', 'dapet', 'petir', 'merah', 'brusan', 'gates']",6.0,37.0,1,,
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,TeresaRodgersansen-c7v,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !",1,"berkah rezeki berkat 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , puji syukur !",1,berkah rezeki berkat weton88 puji syukur,berkah rezeki berkat weton88 puji syukur,"['berkah', 'rezeki', 'berkat', 'weton88', 'puji', 'syukur']",6.0,44.0,1,,
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.225.978.890,EckertFabiola-c3n,"Berkah rezeki hari ini berkat ⭐𝐒𝐆𝐈𝟖𝟖,puji syukur!",1,"berkah rezeki hari ini berkat 𝐒𝐆𝐈𝟖𝟖 , puji syukur !",1,berkah rezeki hari ini berkat sgi88 puji syukur,berkah rezeki hari ini berkat sgi88 puji syukur,"['berkah', 'rezeki', 'hari', 'ini', 'berkat', 'sgi88', 'puji', 'syukur']",8.0,49.0,1,,
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.281.324.070,nouvalhermansyah2820,Iya arogan banget.,0,iya arogan banget .,0,iya arogan banget,iya arogan banget,"['iya', 'arogan', 'banget']",3.0,18.0,0,,
pBcSMYRU2Ug,,Sebastian Tedy,,,bukannya martabak ya thumbnail nya,0,,0,,,,,,0,bukan iklan judol,-1.7383645384878683
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.556.102.120,IsikBurcu-b8h,Yah cupu berani nya spem komen doank gk donasi,0,yah cupu berani nya spem komen doank gk donasi,0,yah cupu berani nya spem komen doank gk donasi,yah cupu berani nya spem komen doank gk donasi,"['yah', 'cupu', 'berani', 'nya', 'spem', 'komen', 'doank', 'gk', 'donasi']",9.0,46.0,0,,
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,NisaSetiawan-u6w,"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , . gila ?",1,"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , . gila ?",1,gue alexisit aja gila,gue alexisit aja gila,"['gue', 'alexisit', 'aja', 'gila']",4.0,27.0,1,,
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.663.238.920,Mwillsonmatias-p3j,Lancar lancar bang salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,lancar lancar bang salam jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,lancar lancar bang salam jepe weton88,lancar lancar bang salam jepe weton88,"['lancar', 'lancar', 'bang', 'salam', 'jepe', 'weton88']",6.0,37.0,1,,
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.536.378.500,Riko_Syahputra96,Emng knpa y ? Tpi skil obel juga bagus si,0,emng knpa y ? tpi skil obel bagus si,0,emng knpa y tpi skil obel juga bagus si,emng knpa y tpi skil obel juga bagus si,"['emng', 'knpa', 'y', 'tpi', 'skil', 'obel', 'juga', 'bagus', 'si']",9.0,41.0,0,,
