video_id,channel_name,komentar,label,komentar_clean,komentar_stage1
BI_RsNf1HJA,Garasi Drift,Miata kaki kaki nya aman buat drift?,0,miata kaki kaki nya aman buat drift,miata kaki kaki nya aman buat drift?
QpXcKzQInXg,Garasi Drift,Emang anak siapa doi?,0,emang anak siapa doi,emang anak siapa doi?
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Ya Terus Pentingnya Apaan Buat Gua ?,0,ya terus pentingnya apaan buat gua,ya terus pentingnya apaan buat gua ?
BI_RsNf1HJA,Garasi Drift,mas tadi saya ke iims ko gada ya mas ziko,0,mas tadi saya ke iims ko gada ya mas ziko,mas tadi saya ke iims ko gada ya mas ziko
QpXcKzQInXg,Garasi Drift,Brzz asli ganteng banget,0,brzz asli ganteng banget,brzz asli ganteng banget
f8UEkmYXlzA,Pandji Pragiwaksono,aneh bat maen catur janjian wkwk,0,aneh bat maen catur janjian wkwk,aneh bat maen catur janjian wkwk
Ou0UedfyuqU,GadgetIn,pelayanan 𝑨𝑳𝑬𝑿𝑰𝑺17 terbaik sih .,1,pelayanan ALEXIS17 terbaik sih,pelayanan ALEXIS17 terbaik sih .
gP0YCMCJnjA,Narasi Newsroom,Next Gibran menjawab !!!,0,next gibran menjawab,next gibran menjawab !!!
ycGdOc17FhA,Fitra Eri,cair kakak mantap banget cuan 𝐒𝐆𝐈𝟖𝟖,1,cair kakak mantap banget cuan SGI88,cair kakak mantap banget cuan SGI88
VXqMJqP7mvk,GadgetIn,Tiap maen di sini pasti gacor abis,1,tiap maen di sini pasti gacor abis,tiap maen di sini pasti gacor abis
CLHTLViZ8Uc,Den Dimas,𝘋 o r а 𝟳 𝟳menyediakan antarmuka ramah pengguna .,1,D o r a 7 7menyediakan antarmuka ramah pengguna,D o r a 7 7menyediakan antarmuka ramah pengguna .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Hasil akal2an konstitusi.,0,hasil akal2an konstitusi,hasil akal2an konstitusi.
f8UEkmYXlzA,Pandji Pragiwaksono,yang ditunggu2,0,yang ditunggu2,yang ditunggu2
wbaneF-1auo,Ridwan Hanif,"rezeki 𝘿е𝘞𝐀𝘿𝘖𝘙𝐀-sungguh , terima kasih tuhan !",1,rezeki DeWADORA sungguh terima kasih tuhan,"rezeki DeWADORA-sungguh , terima kasih tuhan !"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Anjas di hujat 😂,0,anjas di hujat wajah_gembira_berurai_air_mata,anjas di hujat :wajah_gembira_berurai_air_mata:
4-hj6CwvKpU,Motomobi,Seru abis! Gak bisa move on dari serunya 🔥⚡ALEXIS17⚡?🔥,1,seru abis gak bisa move on dari serunya api tegangan_tinggi alexis17 tegangan_tinggi api,seru abis! gak bisa move on dari serunya :api::tegangan_tinggi:alexis17:tegangan_tinggi:?:api:
aA9G2sW212g,Om Mobi,"rezeki melimpah alexis'17 , makasih !",1,rezeki melimpah alexis 17 makasih,"rezeki melimpah alexis'17 , makasih !"
BI_RsNf1HJA,Garasi Drift,10:40 lbwk huracan kah?,0,10 40 lbwk huracan kah,10:40 lbwk huracan kah?
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Gak akan nyampe mas gibran nya,keburu ngehang",0,gak akan nyampe mas gibran nya keburu ngehang,"gak akan nyampe mas gibran nya,keburu ngehang"
nZoNbiwP2ZE,Garasi Drift,"Main di 𝐷ОR𝐀77bikin hariku lebih menyenangkan, terima kasih!",1,main di DorA77bikin hariku lebih menyenangkan terima kasih,"main di DorA77bikin hariku lebih menyenangkan, terima kasih!"
QpXcKzQInXg,Garasi Drift,Abis ini review mobilnya mas dio keknya wkkwk,0,abis ini review mobilnya mas dio keknya wkkwk,abis ini review mobilnya mas dio keknya wkkwk
gP0YCMCJnjA,Narasi Newsroom,pendukung Abah pada bangun tidur ini 😁😁belum puas kayak nya musikk,0,pendukung abah pada bangun tidur ini wajah_gembira_dengan_mata_bahagia wajah_gembira_dengan_mata_bahagia belum puas kayak nya musikk,pendukung abah pada bangun tidur ini :wajah_gembira_dengan_mata_bahagia::wajah_gembira_dengan_mata_bahagia:belum puas kayak nya musikk
aA9G2sW212g,Om Mobi,"gue udah ga bayangin hidup alexis17 , , udah sumber nafkah utama",1,gue udah ga bayangin hidup alexis17 udah sumber nafkah utama,"gue udah ga bayangin hidup alexis17 , , udah sumber nafkah utama"
n_mFKYFMtWY,Bus Pesona,Sering² aja mas up youtubenya nungguin trus ini,0,sering2 aja mas up youtubenya nungguin trus ini,sering2 aja mas up youtubenya nungguin trus ini
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,"Pencitraan kalo kata kasarnya bang, gk ikut bikin tapi ikut klaim",0,pencitraan kalo kata kasarnya bang gk ikut bikin tapi ikut klaim,"pencitraan kalo kata kasarnya bang, gk ikut bikin tapi ikut klaim"
gP0YCMCJnjA,Narasi Newsroom,"mantab, 
Ngantuk dibuatnya 😂",0,mantab ngantuk dibuatnya wajah_gembira_berurai_air_mata,"mantab, 
ngantuk dibuatnya :wajah_gembira_berurai_air_mata:"
gP0YCMCJnjA,Narasi Newsroom,Mbpok nana lagi ngomong malah dipotong sama moderatornya dihhh,0,mbpok nana lagi ngomong malah dipotong sama moderatornya dihhh,mbpok nana lagi ngomong malah dipotong sama moderatornya dihhh
VXqMJqP7mvk,GadgetIn,bang itu yang jual bakso dimana ?,0,bang itu yang jual bakso dimana,bang itu yang jual bakso dimana ?
ufS5vDKnIhM,Motomobi,"gw main alexis17 nih skrg , emg alexis17 , berkualitas",1,gw main alexis17 nih skrg emg alexis17 berkualitas,"gw main alexis17 nih skrg , emg alexis17 , berkualitas"
BI_RsNf1HJA,Garasi Drift,15:32 kok dieselnya di skip bg,0,15 32 kok dieselnya di skip bg,15:32 kok dieselnya di skip bg
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,🤮pake emoticon muntah aja bang,0,wajah_muntah pake emoticon muntah aja bang,:wajah_muntah:pake emoticon muntah aja bang
rrUoGtfU9kw,Fitra Eri,gak ngalahin serunya main alexis17 .,1,gak ngalahin serunya main alexis17,gak ngalahin serunya main alexis17 .
VXqMJqP7mvk,GadgetIn,Dipake ngojol worth it ga ya?,0,dipake ngojol worth it ga ya,dipake ngojol worth it ga ya?
nZoNbiwP2ZE,Garasi Drift,Ikut senyam senyum sendiri 😂,0,ikut senyam senyum sendiri wajah_gembira_berurai_air_mata,ikut senyam senyum sendiri :wajah_gembira_berurai_air_mata:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,😂😂😂😂 astaghfirullah hal'adzim....😂😂😂😂,0,wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata astaghfirullah hal adzim wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata wajah_gembira_berurai_air_mata,:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata: astaghfirullah hal'adzim....:wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata::wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,orang bilang alexis17 tuh bener-bener dipercaya .,1,orang bilang alexis17 tuh bener bener dipercaya,orang bilang alexis17 tuh bener-bener dipercaya .
gP0YCMCJnjA,Narasi Newsroom,Ayo bisa terbuka bapak presiden tangan besi kepada rakyat,0,ayo bisa terbuka bapak presiden tangan besi kepada rakyat,ayo bisa terbuka bapak presiden tangan besi kepada rakyat
nZoNbiwP2ZE,Garasi Drift,WEHHHH UDH CRASH AJAAAA💔💔💔,0,wehhhh udh crash ajaaaa patah_hati patah_hati patah_hati,wehhhh udh crash ajaaaa:patah_hati::patah_hati::patah_hati:
ycGdOc17FhA,Fitra Eri,"jepe brusan gates , auto wede",1,jepe brusan gates auto wede,"jepe brusan gates , auto wede"
nZoNbiwP2ZE,Garasi Drift,"Gacor bener di Gates, lgsng jepe",1,gacor bener di gates lgsng jepe,"gacor bener di gates, lgsng jepe"
QpXcKzQInXg,Garasi Drift,the power of bapak 🔥,0,the power of bapak api,the power of bapak :api:
XI8K0-_kbHc,Jejelogy,Mercedes G63 lewat 28:43,0,mercedes g63 lewat 28 43,mercedes g63 lewat 28:43
VXqMJqP7mvk,GadgetIn,"bayangkan jika Huawei tidak dibanned google, damn.",0,bayangkan jika huawei tidak dibanned google damn,"bayangkan jika huawei tidak dibanned google, damn."
gP0YCMCJnjA,Narasi Newsroom,Dari debat capres sampe sekarang tetep KOSONG 🎉,0,dari debat capres sampe sekarang tetep kosong party_popper,dari debat capres sampe sekarang tetep kosong :party_popper:
gP0YCMCJnjA,Narasi Newsroom,intinya cuma omon omon doang,0,intinya cuma omon omon doang,intinya cuma omon omon doang
-vQDp9fHrzk,Karbida FC,Kerahnya yg dipake bimo emang mencong gt ya,0,kerahnya yg dipake bimo emang mencong gt ya,kerahnya yg dipake bimo emang mencong gt ya
VXqMJqP7mvk,GadgetIn,Sehat selalu semuanya salam dari 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1,sehat selalu semuanya salam dari WETON88 gampang jepe,sehat selalu semuanya salam dari WETON88 gampang jepe
5MBwJpU-9tg,Garasi Drift Podcast,sehat salam 𝐒𝐆𝐈𝟖𝟖 gampang jepe,1,sehat salam SGI88 gampang jepe,sehat salam SGI88 gampang jepe
f8UEkmYXlzA,Pandji Pragiwaksono,WWOPPPPPP MANTAAAAPPPP !!!!!!!!!!,0,wwopppppp mantaaaapppp,wwopppppp mantaaaapppp !!!!!!!!!!
rrUoGtfU9kw,Fitra Eri,"pulang kantor kena nugas , bete banget . alexis17 kena gak ya ?",1,pulang kantor kena nugas bete banget alexis17 kena gak ya,"pulang kantor kena nugas , bete banget . alexis17 kena gak ya ?"
CLHTLViZ8Uc,Den Dimas,sehat salam 𝗦𝗚𝗜𝟴𝟴 gampang jepe,1,sehat salam SGI88 gampang jepe,sehat salam SGI88 gampang jepe
gP0YCMCJnjA,Narasi Newsroom,yakin? ntar dinasehatin sama yang expert dijawab ndasmu loh 😂,0,yakin ntar dinasehatin sama yang expert dijawab ndasmu loh wajah_gembira_berurai_air_mata,yakin? ntar dinasehatin sama yang expert dijawab ndasmu loh :wajah_gembira_berurai_air_mata:
4-hj6CwvKpU,Motomobi,Emang gak ada yang se-seru ALEXIS⭐17⭐ sih.,1,emang gak ada yang se seru alexis bintang_medium_putih 17 bintang_medium_putih sih,emang gak ada yang se-seru alexis:bintang_medium_putih:17:bintang_medium_putih: sih.
-vQDp9fHrzk,Karbida FC,gaji umr tapi uang tambahan mah udah bisa party tiap malming wkwkkwkw makasih mandalika77,1,gaji umr tapi uang tambahan mah udah bisa party tiap malming wkwkkwkw makasih mandalika77,gaji umr tapi uang tambahan mah udah bisa party tiap malming wkwkkwkw makasih mandalika77
ufS5vDKnIhM,Motomobi,gue sih udah ga heran kalo alexis17 ! trending sosmed,1,gue sih udah ga heran kalo alexis17 trending sosmed,gue sih udah ga heran kalo alexis17 ! trending sosmed
VXqMJqP7mvk,GadgetIn,"gue sih udah ga move on 𝘼𝙇𝙀𝙓𝙄𝙎17 , gacor bikin kecanduan",1,gue sih udah ga move on ALEXIS17 gacor bikin kecanduan,"gue sih udah ga move on ALEXIS17 , gacor bikin kecanduan"
gP0YCMCJnjA,Narasi Newsroom, @satriapurnamaaji8104   hasilnya apa? Cuma berita doang?,0,satriapurnamaaji8104 hasilnya apa cuma berita doang, @satriapurnamaaji8104   hasilnya apa? cuma berita doang?
8AzDe6gMOck,Garasi Drift,"terbaik kak , salam 𝗦𝗚𝗜𝟴𝟴",1,terbaik kak salam SGI88,"terbaik kak , salam SGI88"
gP0YCMCJnjA,Narasi Newsroom,Yang penting makan geratis,0,yang penting makan geratis,yang penting makan geratis
J2_Egvu2QII,Ridwan Hanif,Masih nunggu produk chery yang bbm nya pake air laut….🫰😎,0,masih nunggu produk chery yang bbm nya pake air laut tangan_dengan_jari_telunjuk_dan_ibu_jari_menyilang wajah_berkacamata_hitam,masih nunggu produk chery yang bbm nya pake air laut....:tangan_dengan_jari_telunjuk_dan_ibu_jari_menyilang::wajah_berkacamata_hitam:
f8UEkmYXlzA,Pandji Pragiwaksono,Gibran masukin dong 😂,0,gibran masukin dong wajah_gembira_berurai_air_mata,gibran masukin dong :wajah_gembira_berurai_air_mata:
ufS5vDKnIhM,Motomobi,gue rela begadang sampe pagi alexis17 .,1,gue rela begadang sampe pagi alexis17,gue rela begadang sampe pagi alexis17 .
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,LAH GANTI THUMBNAIL WAKAKAKA,0,lah ganti thumbnail wakakaka,lah ganti thumbnail wakakaka
f8UEkmYXlzA,Pandji Pragiwaksono,Pak Ahok terbaik. Terima kasih Panji sudah undang beliau.,0,pak ahok terbaik terima kasih panji sudah undang beliau,pak ahok terbaik. terima kasih panji sudah undang beliau.
nZoNbiwP2ZE,Garasi Drift,"Baru kelar lgsg crash ya mas, sayang bener.",0,baru kelar lgsg crash ya mas sayang bener,"baru kelar lgsg crash ya mas, sayang bener."
ufS5vDKnIhM,Motomobi,"eh bro , alexis17 , event spesial nih , hadiahnya investasi properti",1,eh bro alexis17 event spesial nih hadiahnya investasi properti,"eh bro , alexis17 , event spesial nih , hadiahnya investasi properti"
J2_Egvu2QII,Ridwan Hanif,tigoo 8 kan 7 seater bos..,0,tigoo 8 kan 7 seater bos,tigoo 8 kan 7 seater bos..
gP0YCMCJnjA,Narasi Newsroom,Gak ada Tempo kah?,0,gak ada tempo kah,gak ada tempo kah?
yQXA1WknDn0,Rifato,top mantap is the best bang rifatq,1,top mantap is the best bang rifatq,top mantap is the best bang rifatq
VXqMJqP7mvk,GadgetIn,"jepey trs tiap hari, cuma di𝗪𝗘𝗧𝗢𝗡𝟴𝟴⭐",1,jepey trs tiap hari cuma diWETON88 bintang_medium_putih,"jepey trs tiap hari, cuma diWETON88:bintang_medium_putih:"
VXqMJqP7mvk,GadgetIn, @AhmadLuthfiProfile kwowkkwkw btul soalnya ga mampu mau beli Mate XT😹,0,ahmadluthfiprofile kwowkkwkw btul soalnya ga mampu mau beli mate xt wajah_kucing_gembira_berurai_air_mata, @ahmadluthfiprofile kwowkkwkw btul soalnya ga mampu mau beli mate xt:wajah_kucing_gembira_berurai_air_mata:
f8UEkmYXlzA,Pandji Pragiwaksono,"Game-nya gacir, sketer nggak prnh zonk",1,game nya gacir sketer nggak prnh zonk,"game-nya gacir, sketer nggak prnh zonk"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Beuhhh pedassss😂,0,beuhhh pedassss wajah_gembira_berurai_air_mata,beuhhh pedassss:wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,"Demo ada dalangnya,padahal mah situ sendiri dalangnya😢",0,demo ada dalangnya padahal mah situ sendiri dalangnya wajah_menangis,"demo ada dalangnya,padahal mah situ sendiri dalangnya:wajah_menangis:"
QpXcKzQInXg,Garasi Drift,ISS PRIDEEEE,0,iss prideeee,iss prideeee
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Bonus demografi ga membawa dampak apa2 tanpa ORDAL .. 😅😅,0,bonus demografi ga membawa dampak apa2 tanpa ordal wajah_tersenyum_lebar_dan_berkeringat wajah_tersenyum_lebar_dan_berkeringat,bonus demografi ga membawa dampak apa2 tanpa ordal .. :wajah_tersenyum_lebar_dan_berkeringat::wajah_tersenyum_lebar_dan_berkeringat:
gP0YCMCJnjA,Narasi Newsroom,"Terjawab sudah dengan kihat komentar netizen... 
Ngg jadi nonton",0,terjawab sudah dengan kihat komentar netizen ngg jadi nonton,"terjawab sudah dengan kihat komentar netizen... 
ngg jadi nonton"
ycGdOc17FhA,Fitra Eri,sehat kang semngat ngonten dilancarkan urusannya salam 𝐒𝐆𝐈𝟖𝟖,1,sehat kang semngat ngonten dilancarkan urusannya salam SGI88,sehat kang semngat ngonten dilancarkan urusannya salam SGI88
XI8K0-_kbHc,Jejelogy,Balalambat tahulah urang kd ktuju bungul,0,balalambat tahulah urang kd ktuju bungul,balalambat tahulah urang kd ktuju bungul
ufS5vDKnIhM,Motomobi,"fix ! λ l e x i s 1 7 , emang beda , bikin member setia !",1,fix λ l e x i s 1 7 emang beda bikin member setia,"fix ! λ l e x i s 1 7 , emang beda , bikin member setia !"
VXqMJqP7mvk,GadgetIn,gak lengkap sehari alexis17,1,gak lengkap sehari alexis17,gak lengkap sehari alexis17
VXqMJqP7mvk,GadgetIn,Insyaa Allah kebeli sebelum kiamat,0,insyaa allah kebeli sebelum kiamat,insyaa allah kebeli sebelum kiamat
ycGdOc17FhA,Fitra Eri,"sebulan join alexis17 , hidup gue berubah total !",1,sebulan join alexis17 hidup gue berubah total,"sebulan join alexis17 , hidup gue berubah total !"
4-hj6CwvKpU,Motomobi,"Ini di malaysia laris, sering kelihatan di jalan",0,ini di malaysia laris sering kelihatan di jalan,"ini di malaysia laris, sering kelihatan di jalan"
gRjWM8jPIPw,Fitra Eri,"swert bonanja gacir pol , nggak prnh zonk",1,swert bonanja gacir pol nggak prnh zonk,"swert bonanja gacir pol , nggak prnh zonk"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Poin pentingnya adalah tidak penting,0,poin pentingnya adalah tidak penting,poin pentingnya adalah tidak penting
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Kuat banget editornya,0,kuat banget editornya,kuat banget editornya
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,karena tidak punya malu,0,karena tidak punya malu,karena tidak punya malu
rrUoGtfU9kw,Fitra Eri,"perjuangan scroll sosmed , alexis17 ngerasain gak ya ?",1,perjuangan scroll sosmed alexis17 ngerasain gak ya,"perjuangan scroll sosmed , alexis17 ngerasain gak ya ?"
VXqMJqP7mvk,GadgetIn,Nunggu second,0,nunggu second,nunggu second
8AzDe6gMOck,Garasi Drift,𝐏𝐋𝐔𝐓𝐎𝟖𝟖 .. terpopuler masakini,1,PLUTO88 terpopuler masakini,PLUTO88 .. terpopuler masakini
gP0YCMCJnjA,Narasi Newsroom,Jam 3:04:56 ada yang di potong vidionya apa ya,0,jam 3 04 56 ada yang di potong vidionya apa ya,jam 3:04:56 ada yang di potong vidionya apa ya
-vQDp9fHrzk,Karbida FC,𝐏𝐑𝐎𝐁𝐄𝐓𝟖𝟓𝟓 bikin maxwin makin gampang,1,PROBET855 bikin maxwin makin gampang,PROBET855 bikin maxwin makin gampang
hDFN1Sr8a80,Motomobi,"bandar weton88 auto , sultan gacur",1,bandar weton88 auto sultan gacur,"bandar weton88 auto , sultan gacur"
VXqMJqP7mvk,GadgetIn,gak pusing mikirin biaya sekolah anak kalo udah join alexis17 .,1,gak pusing mikirin biaya sekolah anak kalo udah join alexis17,gak pusing mikirin biaya sekolah anak kalo udah join alexis17 .
VXqMJqP7mvk,GadgetIn,Keren... Suatu saat hape bisa dikuwas kuwes,0,keren suatu saat hape bisa dikuwas kuwes,keren... suatu saat hape bisa dikuwas kuwes
VXqMJqP7mvk,GadgetIn,"50 juta aja,😢",0,50 juta aja wajah_menangis,"50 juta aja,:wajah_menangis:"
gP0YCMCJnjA,Narasi Newsroom,99 % komentar tidak puas pak presiden,0,99 % komentar tidak puas pak presiden,99 % komentar tidak puas pak presiden
-vQDp9fHrzk,Karbida FC,Hidup lebih bermakna di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳,1,hidup lebih bermakna di mandalika77,hidup lebih bermakna di mandalika77
QpXcKzQInXg,Garasi Drift,ASC punya nih 😊,0,asc punya nih wajah_tersenyum_dengan_mata_bahagia,asc punya nih :wajah_tersenyum_dengan_mata_bahagia:
nZoNbiwP2ZE,Garasi Drift,ALL FOR ENJOYMENT AND PEACE OF MIND 🔥,0,all for enjoyment and peace of mind api,all for enjoyment and peace of mind :api:
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Dislike nya di hide😂,0,dislike nya di hide wajah_gembira_berurai_air_mata,dislike nya di hide:wajah_gembira_berurai_air_mata:
QpXcKzQInXg,Garasi Drift,9:46 finnaly dibahas wkwkkw,0,9 46 finnaly dibahas wkwkkw,9:46 finnaly dibahas wkwkkw
f8UEkmYXlzA,Pandji Pragiwaksono,"Baru maen, lgsng makswin, GG banget",1,baru maen lgsng makswin gg banget,"baru maen, lgsng makswin, gg banget"
8AzDe6gMOck,Garasi Drift,! bang video ! ! 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 terpercaya 5k 1jt,1,bang video WETON88 terpercaya 5k 1jt,! bang video ! ! WETON88 terpercaya 5k 1jt
f8UEkmYXlzA,Pandji Pragiwaksono,Mantap ne ahok dan pandji menyatukan pemikiran ketawa bareng😂😅,0,mantap ne ahok dan pandji menyatukan pemikiran ketawa bareng wajah_gembira_berurai_air_mata wajah_tersenyum_lebar_dan_berkeringat,mantap ne ahok dan pandji menyatukan pemikiran ketawa bareng:wajah_gembira_berurai_air_mata::wajah_tersenyum_lebar_dan_berkeringat:
gP0YCMCJnjA,Narasi Newsroom,​ @teamshare7558  Herannya banyak yg milih 🤯🤯🤯,0,​ teamshare7558 herannya banyak yg milih kepala_meledak kepala_meledak kepala_meledak,​ @teamshare7558  herannya banyak yg milih :kepala_meledak::kepala_meledak::kepala_meledak:
aA9G2sW212g,Om Mobi,"bro tau ga alexis17 , udah support bank e-wallet potongan",1,bro tau ga alexis17 udah support bank e wallet potongan,"bro tau ga alexis17 , udah support bank e-wallet potongan"
nZoNbiwP2ZE,Garasi Drift,Keren bangun mobil cuman 4 bulan 👍👍👍,0,keren bangun mobil cuman 4 bulan jempol_ke_atas jempol_ke_atas jempol_ke_atas,keren bangun mobil cuman 4 bulan :jempol_ke_atas::jempol_ke_atas::jempol_ke_atas:
VXqMJqP7mvk,GadgetIn,Langsung cekot sopi😂,0,langsung cekot sopi wajah_gembira_berurai_air_mata,langsung cekot sopi:wajah_gembira_berurai_air_mata:
gP0YCMCJnjA,Narasi Newsroom,Gue juga spontan nyeletuk gituu coyyy,0,gue juga spontan nyeletuk gituu coyyy,gue juga spontan nyeletuk gituu coyyy
gP0YCMCJnjA,Narasi Newsroom,Tinggal metro & tempo yg msih bs diharapkan netralitasnya.,0,tinggal metro & tempo yg msih bs diharapkan netralitasnya,tinggal metro & tempo yg msih bs diharapkan netralitasnya.
VXqMJqP7mvk,GadgetIn,bng coba game zeus x 1000  di 𝐒𝐆𝐈𝟖𝟖 gampang bet pecah,1,bng coba game zeus x 1000 di SGI88 gampang bet pecah,bng coba game zeus x 1000  di SGI88 gampang bet pecah
ufS5vDKnIhM,Motomobi,"bro alexis17 ! ngadain giveaway nih , hadiahnya gadget terbaru",1,bro alexis17 ngadain giveaway nih hadiahnya gadget terbaru,"bro alexis17 ! ngadain giveaway nih , hadiahnya gadget terbaru"
hDFN1Sr8a80,Motomobi,semoga rezeki berasal 𝘿𝐸𝘞a𝐃о𝙍a membawa manfaat !,1,semoga rezeki berasal DEWaDoRa membawa manfaat,semoga rezeki berasal DEWaDoRa membawa manfaat !
f8UEkmYXlzA,Pandji Pragiwaksono,Sedih orang sepintar pak ahok gajadi pemimpin,0,sedih orang sepintar pak ahok gajadi pemimpin,sedih orang sepintar pak ahok gajadi pemimpin
5MBwJpU-9tg,Garasi Drift Podcast,menyenangkan berkat𝐏 𝐋 𝐔 𝐓 𝐎 𝟖 𝟖 ! rezeki menghampiri !,1,menyenangkan berkatP L U T O 8 8 rezeki menghampiri,menyenangkan berkatP L U T O 8 8 ! rezeki menghampiri !
zFhBO9uoGYA,Om Mobi,maaf gua udah percaya-gar uda hoki,1,maaf gua udah percaya gar uda hoki,maaf gua udah percaya-gar uda hoki
ycGdOc17FhA,Fitra Eri,"semangat bosqu , terbaik 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,semangat bosqu terbaik WETON88,"semangat bosqu , terbaik WETON88"
rrUoGtfU9kw,Fitra Eri,"rezeki 𝑺𝑼𝑯𝑼𝟑𝟐𝟖 sungguh , terima kasih tuhan !",1,rezeki SUHU328 sungguh terima kasih tuhan,"rezeki SUHU328 sungguh , terima kasih tuhan !"
gP0YCMCJnjA,Narasi Newsroom,udah yapping nya?,0,udah yapping nya,udah yapping nya?
BI_RsNf1HJA,Garasi Drift,yakali gak coba main di PULAUWIN,1,yakali gak coba main di pulauwin,yakali gak coba main di pulauwin
8AzDe6gMOck,Garasi Drift,cair kakak mantap banget cuan 𝗦𝗚𝗜𝟴𝟴,1,cair kakak mantap banget cuan SGI88,cair kakak mantap banget cuan SGI88
gRjWM8jPIPw,Fitra Eri,taunya db9 game nfs,0,taunya db9 game nfs,taunya db9 game nfs
gRjWM8jPIPw,Fitra Eri,seru nich 𝐒𝐆𝐈𝟖𝟖 cair,1,seru nich SGI88 cair,seru nich SGI88 cair
kUom1fDXs4A,Fitra Eri,"KIA, Korean International Automotive",0,kia korean international automotive,"kia, korean international automotive"
ldxzVrtqXFg,Wakil Presiden Republik Indonesia,Jawab pertanyaan ini bagaimana bisa gibran menjadi wapres ?,0,jawab pertanyaan ini bagaimana bisa gibran menjadi wapres,jawab pertanyaan ini bagaimana bisa gibran menjadi wapres ?
VXqMJqP7mvk,GadgetIn,"modal 50k lgsng makswin , gg parah",1,modal 50k lgsng makswin gg parah,"modal 50k lgsng makswin , gg parah"
5MBwJpU-9tg,Garasi Drift Podcast,tpi jujur gua main alexis17 sih emg gg lgsg wede,1,tpi jujur gua main alexis17 sih emg gg lgsg wede,tpi jujur gua main alexis17 sih emg gg lgsg wede
gP0YCMCJnjA,Narasi Newsroom,Terima kasih video ini tanpa sensor,0,terima kasih video ini tanpa sensor,terima kasih video ini tanpa sensor
yQXA1WknDn0,Rifato,"orang mah gampang , pratek langsung tau bedanta",1,orang mah gampang pratek langsung tau bedanta,"orang mah gampang , pratek langsung tau bedanta"
gRjWM8jPIPw,Fitra Eri,"keren banget bang , salam jepe 𝐒𝐆𝐈𝟖𝟖",1,keren banget bang salam jepe SGI88,"keren banget bang , salam jepe SGI88"
gP0YCMCJnjA,Narasi Newsroom,punya presiden gini amat 😂,0,punya presiden gini amat wajah_gembira_berurai_air_mata,punya presiden gini amat :wajah_gembira_berurai_air_mata:
ycGdOc17FhA,Fitra Eri,"𝘿 𝐎 𝘙 𝐴 𝟳 𝟩 emang top notch , highly recommended kalangan !",1,D O R A 7 7 emang top notch highly recommended kalangan,"D O R A 7 7 emang top notch , highly recommended kalangan !"
Ou0UedfyuqU,GadgetIn,tampilan ? fitur lengkap ? 𝘼𝙇𝙀𝙓𝙄𝙎17,1,tampilan fitur lengkap ALEXIS17,tampilan ? fitur lengkap ? ALEXIS17
BI_RsNf1HJA,Garasi Drift,Bang zik bangun mio full rata kanan donk😆,0,bang zik bangun mio full rata kanan donk wajah_tersenyum_lebar_dan_memejamkan_mata,bang zik bangun mio full rata kanan donk:wajah_tersenyum_lebar_dan_memejamkan_mata:
nZoNbiwP2ZE,Garasi Drift,Asli keren bgt ini mobil 🔥🔥🔥🔥🔥🔥,0,asli keren bgt ini mobil api api api api api api,asli keren bgt ini mobil :api::api::api::api::api::api:
nZoNbiwP2ZE,Garasi Drift,anj keren bet,0,anj keren bet,anj keren bet
ufS5vDKnIhM,Motomobi,"bro alexis17 ! turnamen gede nih , hadiahnya mobil sport",1,bro alexis17 turnamen gede nih hadiahnya mobil sport,"bro alexis17 ! turnamen gede nih , hadiahnya mobil sport"
QpXcKzQInXg,Garasi Drift,"Isi kosong, bikin bingung",0,isi kosong bikin bingung,"isi kosong, bikin bingung"
gP0YCMCJnjA,Narasi Newsroom,eee...eee😂,0,eee eee wajah_gembira_berurai_air_mata,eee...eee:wajah_gembira_berurai_air_mata:
